grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,all_flower_range,flower_herb_range,flower_WD_range,all_fruit_range,fruit_herb_range,fruit_WD_range,annual_flower_mid,perennial_flower_mid,annual_fruit_mid,perennial_frui_mid,Area,MAT,TCQ,PET,MAP,PDM,TS,PS,daylength
1138,36.61,100.58,3279.77,200.11,224.4,24.5,18.7,62.6,204.4,163.4,224,227.3,0.15,0.13,0.15,0.11,0.11,0.16,92.9,96.5,65.2,93.2,97.2,67.6,211.9,202.9,225.5,223.6,10000,273.828668,262.3043,243.305,353.364,1.03937,84.3246,97.6013,14.5
1139,36.64,101.72,2986.83,197.24,223.6,27.2,19.5,66.5,203,158.9,223.1,226.2,0.17,0.14,0.15,0.13,0.12,0.2,90.6,94.5,67.1,92.1,95.9,72.8,212.8,201.4,228.5,222.1,10000,275.59425,264.40669,275.315,442.276,1.53944,81.5452,92.2082,14.5
1140,36.66,102.86,2537.07,191.75,224.23,34.9,21.3,76.6,200.6,157.1,222.3,230.7,0.19,0.14,0.15,0.14,0.12,0.2,89.7,95.4,68.8,91,97.1,72.3,205.8,199.9,223.7,222.1,10000,277.00893,265.402,342.501,422.24,2.14215,84.967,89.438,14.51
1141,36.68,104,1936.91,187.34,224.85,38.7,22.4,70.7,198.6,158.3,222.1,230.9,0.18,0.13,0.15,0.13,0.1,0.19,89.5,98.7,67.2,91.6,100.8,73.4,204,197.9,219.6,222.5,10000,280.17056,266.99624,492.282,291.569,1.32584,95.9807,92.1451,14.51
1142,36.68,105.14,1840.97,189.53,226.04,36.4,23.5,73.8,198.7,158.8,223.2,234.6,0.2,0.17,0.15,0.16,0.14,0.19,96.2,104.3,70,95.9,103.2,74.7,212.2,195.6,229.6,221.6,10000,280.43014,267.09708,505.266,289.722,1.25241,97.2015,92.5007,14.51
1143,36.68,106.28,1689.73,189.33,224.74,36.2,23.6,74.2,198.3,157.9,221.8,234.2,0.2,0.16,0.16,0.16,0.15,0.2,96.4,104.5,69,96,102.9,74.9,207.1,196.5,225.9,220.9,10000,280.50724,267.48758,512.135,368.37,1.90449,95.085,90.3167,14.51
1144,36.66,107.42,1486.6,189.04,227.62,37.6,17.1,77.8,204.3,154.8,222.8,238.4,0.23,0.15,0.17,0.17,0.13,0.23,102.9,116.2,75.1,101.2,114.5,74.8,215,200.4,229.8,219.8,10000,281.31779,268.21243,544.577,418.003,2.30655,95.9483,86.7414,14.51
1145,36.63,108.55,1428.46,196.75,231.4,34.8,22.6,69.9,208,155.6,230.6,234.7,0.25,0.19,0.21,0.2,0.14,0.37,100.7,109.3,72,100,109.7,71.5,218.4,204.5,235.5,228.9,10000,281.41397,268.18861,551.837,466.895,2.88749,96.771,88.0864,14.5
1146,36.6,109.69,1111.63,196.07,230.08,34.4,21.7,75,204.4,161,226.4,243.9,0.24,0.19,0.25,0.19,0.16,0.26,110.8,121,73,106,116.4,72.1,222.9,197.1,236.1,222,10000,282.53901,268.98221,611.778,515.169,2.99793,98.4915,88.8562,14.5
1147,36.55,110.83,1125.27,189.59,228.89,41.3,28.6,84,197.6,157.3,225.1,243.1,0.21,0.17,0.19,0.17,0.15,0.22,101.9,110.2,71.2,102.3,110.8,73.4,206.9,195.4,224.4,225.2,10000,282.37594,268.81437,606.997,526.957,3.75045,98.6578,88.1253,14.5
1148,36.49,111.96,1112.28,188.39,226.38,39.7,28.6,79,195.6,157.8,223,239,0.22,0.18,0.21,0.19,0.17,0.23,100.3,106.7,75.2,100,106.2,78.3,203.7,194.1,220.4,223.6,10000,282.39214,269.01189,600.242,555.098,4.73916,97.1682,90.8295,14.49
1149,36.43,113.1,1056.12,183.81,226.22,42.4,28.2,82.1,195,147.9,222.4,237.7,0.25,0.21,0.18,0.21,0.19,0.26,100.4,109.8,70.9,101,110.1,76,204.6,192.8,225.3,221.7,10000,282.35498,268.54755,608.716,611.261,5.21554,98.5455,96.3122,14.49
1150,36.35,114.23,251.789,189.57,227.33,39.2,27.1,85.9,197.4,154.6,223.9,241,0.25,0.22,0.23,0.21,0.2,0.22,102.1,108.5,75.6,103.3,109.4,79.8,209.1,194.3,227.4,222.9,10000,286.3239,272.492972,783.982,574.666,4.50443,101.768,106.786,14.48
1151,36.26,115.36,43.5143,193.69,226.76,33.3,23.4,94.6,199.4,152.4,223.4,247.7,0.3,0.27,0.3,0.23,0.23,0.22,114.1,119,83.7,116.8,121.6,86.9,206.9,195,222.8,223.9,10000,286.9649,272.859219,825.131,545.095,6.65688,104.659,104.326,14.47
1152,36.16,116.48,96.1081,193.46,229.21,35,23.5,91.6,201.6,147.3,226,246.9,0.31,0.26,0.28,0.25,0.23,0.29,110.7,117.8,75.2,113.5,119.7,82.8,208,199.3,225.8,226,10000,287.0483,273.26249,826.74,623.452,7.10085,101.351,106.478,14.46
1153,36.06,117.61,282.147,193.47,230.88,37.2,25,90.2,202.9,146.5,228.1,244.1,0.32,0.27,0.27,0.23,0.22,0.28,109.6,117.7,73.6,112.9,120.1,81.5,213.5,199.9,230.2,227.4,10000,286.0311,272.380352,761.22,729.959,8.14812,100.204,105.025,14.45
1154,35.94,118.72,213.432,195.75,233.24,37.6,25.1,93.1,205.5,147.7,230.6,245.7,0.32,0.27,0.26,0.22,0.2,0.26,113.3,121.2,77.8,116.7,123.7,85.7,214.7,202.4,232.1,230.1,10000,285.1008,271.65019,723.924,787.447,9.35116,98.6381,104.737,14.44
1155,35.81,119.84,60.1429,190.26,230.35,40.6,26.5,96.7,199.8,145.2,227.7,242.2,0.32,0.27,0.27,0.23,0.21,0.31,106.8,114.1,75.7,109.6,117,80.3,210.6,196.6,232.3,226.2,6088,285.4859,272.78893,743.67,785.802,10.6977,94.6208,94.9682,14.43
1172,33.21,79.78,4901.6,204.76,219.68,13.7,12.6,32,205.9,183,220.2,212.4,0.1,0.09,0.09,0.1,0.09,0.12,91.1,91.6,82.3,93.3,94.3,77.6,218.6,203.6,223.1,219.5,10000,269.52445,258.2957,152.006,90.9856,2.17476,89.2251,88.0778,14.19
1173,33.43,80.84,4846.09,204.49,218.83,13.4,12.2,32,205.7,183,219.3,212.4,0.1,0.09,0.09,0.1,0.09,0.12,91,91.4,82.3,93.5,94.6,77.6,218.3,203.5,223.4,218.4,10000,269.74485,258.4232,159.768,72.3975,1.04671,89.8445,104.275,14.21
1174,33.64,81.9,5181.27,205.42,220.03,13.7,12.7,32,206.4,183,220.5,212.4,0.1,0.1,0.09,0.1,0.1,0.12,90.5,90.9,82.3,92.4,93.2,77.6,218.6,204.1,223.9,219.7,10000,267.70589,256.6678,113.284,91.729,1.00043,87.2824,102.569,14.23
1175,33.84,82.97,5145.05,207.49,220.84,13.1,12.2,30.7,208.4,184,221.2,213.7,0.1,0.1,0.08,0.09,0.09,0.08,88.8,89,83,90.2,90.6,83,223.4,205.9,228.4,219.9,10000,267.56319,256.6414,111.721,101.59,1,85.667,99.3584,14.25
1176,34.03,84.04,5065.67,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,92.2,92.9,77.7,94.3,95.7,70.2,223.3,205.1,230.3,222.4,10000,267.7646,256.8574,112.279,109.005,0.983425,84.9085,100.907,14.27
1177,34.21,85.12,5145.16,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,92.2,92.9,77.7,94.3,95.7,70.2,223.3,205.1,230.3,222.4,10000,267.1878,256.3154,95.8875,117.976,0.883848,84.5083,107.385,14.28
1178,34.38,86.21,5230.62,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,94.3,95.2,79.4,98.1,100.4,67.8,221.3,204.7,230.2,221,10000,266.38179,255.5558,79.2524,130.097,0.63112,84.2483,114.475,14.3
1179,34.54,87.3,5038.78,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,90.4,91.1,76.3,92.9,94.5,66.6,219.7,201.8,228.7,219.6,10000,267.12635,256.2514,92.16,143.552,0.20239,84.318,117.918,14.31
1180,34.69,88.39,5000.43,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,90.4,91.1,76.3,92.9,94.5,66.6,219.7,201.8,228.7,219.6,10000,267.09431,256.2664,88.0137,161.114,0.106508,84.0269,119.013,14.32
1181,34.84,89.49,5004.03,202.04,221.33,19.2,17.3,43.8,203.6,178,221.4,220.1,0.12,0.11,0.13,0.09,0.09,0.09,91.2,91.6,85.1,92.4,93.6,77.8,209.6,202.6,224.7,220.8,10000,266.75588,256.0212,79.4737,179.719,0.0996689,83.5418,118.889,14.34
1182,34.97,90.59,4942.42,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,92.3,92.7,86.7,93,94.2,78.9,209.1,202.6,225,220.5,10000,266.9335,256.2634,76.4617,198.707,0.0107648,83.1799,117.991,14.35
1183,35.09,91.7,4912.26,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,92.3,92.7,86.7,93,94.2,78.9,209.1,202.6,225,220.5,10000,266.86548,256.3387,70.3886,223.006,0.0458761,82.3137,116.889,14.36
1184,35.21,92.8,4697.97,201.91,222.29,21,18.4,59,203.2,175.6,222.1,225.2,0.12,0.11,0.17,0.09,0.09,0.13,89.3,90.1,74.3,91,91.9,76.5,208.6,202.5,224.6,221.6,10000,267.89688,257.4983,83.3949,249.151,0.942464,80.8889,112.596,14.37
1185,35.31,93.91,4623.87,201.85,221.25,20.1,17.3,50.5,203.5,179.8,221.2,221.6,0.12,0.11,0.16,0.09,0.09,0.1,91.1,91.9,81.8,92.3,93.7,78,209.1,202.5,223.8,220.7,10000,268.25153,257.5859,92.5956,242.913,1.13228,82.3014,106.74,14.38
1186,35.4,95.03,4578.12,203.66,221.27,16.8,13.7,45.1,205.7,181.6,221.3,220.6,0.12,0.11,0.17,0.1,0.09,0.11,92.6,93.7,81.8,94.5,96.2,79.6,213.7,204.1,226.5,220.1,10000,268.36398,257.3839,100.752,248.278,1.84293,84.1841,100.603,14.39
1187,35.49,96.15,4467.11,203.66,221.27,16.8,13.7,45.1,205.7,181.6,221.3,220.6,0.12,0.11,0.17,0.1,0.09,0.11,92.6,93.7,81.8,94.5,96.2,79.6,213.7,204.1,226.5,220.1,10000,268.90703,257.7983,112.769,284.853,2.61593,84.4734,96.1744,14.39
1188,35.56,97.26,4418.79,203.56,221.29,17.3,14.4,48.4,205.5,177.9,221.1,223.1,0.13,0.11,0.18,0.1,0.1,0.12,90.9,91.9,78.3,93.4,95,77,213.6,204,226.5,219.9,10000,269.1846,258.083,116.799,329.002,3.26942,83.9035,92.6844,14.4
1189,35.62,98.38,4221.54,203.4,219.53,14.9,13,36.9,204.9,182.5,219.2,222.8,0.12,0.11,0.16,0.1,0.09,0.11,92.1,92.9,81.3,94.9,96.5,76.1,215.7,202.9,226.1,217.7,10000,269.98386,258.7623,146.603,333.819,3.21548,84.1705,90.4532,14.41
1190,35.68,99.51,4068.14,201.74,222.76,20.3,17,52.1,204.3,170.2,222.7,223.3,0.14,0.12,0.17,0.11,0.11,0.11,90.9,92.5,72.6,91.9,93.8,73.8,213.3,202.7,227.3,221.7,10000,269.77283,258.4588,134.581,364.048,1.84219,84.0551,93.5848,14.41
1191,35.72,100.63,3202.55,200.62,223.91,23.7,18.3,62.7,204.7,162.6,223.5,227.4,0.15,0.13,0.15,0.11,0.11,0.16,90.8,93.8,65.5,91.8,94.8,70.1,213.6,203.1,226.9,222.7,10000,274.6198,262.9745,277.942,381.17,1.47285,84.8652,93.8552,14.42
1192,35.76,101.76,3225.29,196.04,224.49,29.8,19.8,69.2,204.1,154.4,224.5,224.7,0.19,0.14,0.15,0.13,0.11,0.22,89.8,95.3,63.7,91,97.2,66.9,214.4,202.2,229.3,223.5,10000,274.72102,263.91747,265.252,485.723,1.81948,78.5576,90.7823,14.42
1193,35.78,102.88,2496.43,190.36,225.4,38,22.7,78,201.1,153.5,224.3,228.7,0.2,0.15,0.15,0.15,0.12,0.22,89.3,96.2,66.8,90.4,98.4,69.5,209.3,199.7,226.5,223.9,10000,277.55367,266.08805,391.913,489.119,2.02203,82.8782,87.0281,14.42
1194,35.79,104.01,2093.52,182.43,228.76,48.3,27,85.6,196.3,153.8,223.8,237.9,0.23,0.19,0.17,0.2,0.18,0.21,94.9,104.9,74.3,96.1,107.4,76.1,204.6,194.7,225.5,223.4,10000,279.58411,267.52067,454.972,420.674,1.97042,87.8001,85.9042,14.42
1195,35.8,105.14,1943.28,184.47,225.04,41.4,25.7,75.6,195.4,157.1,220.8,234.7,0.19,0.16,0.13,0.16,0.14,0.18,94.7,104.6,69.6,95.1,104.3,74.9,201.8,194.3,221.7,220.6,10000,280.23717,268.03714,471.931,413.422,2.15432,89.4813,85.4238,14.42
1196,35.79,106.26,1871.82,186.65,225.87,40,24.6,78,197.6,154.8,222.3,235.5,0.2,0.16,0.14,0.17,0.15,0.21,94.9,103.4,70.8,94.9,102.6,75.7,204,196.5,224.5,221.8,10000,280.24251,268.19462,469.097,503.246,2.44107,88.6855,86.7958,14.42
1197,35.78,107.39,1304.43,184.42,227.99,44,26,81.7,197.2,153.8,223.4,238.3,0.21,0.17,0.14,0.17,0.15,0.2,95,105.5,69.7,95.3,104.8,75.3,204.5,196,225.1,223,10000,282.66514,270.20666,588.033,525.668,3.18625,91.6072,82.3579,14.42
1198,35.75,108.51,1319.31,183.14,235.63,53.4,26,89.4,206.9,149.7,232.1,241.2,0.29,0.22,0.15,0.18,0.12,0.24,99.7,118.5,71.9,99.9,120.2,72.8,214.1,205.2,235.6,231.3,10000,282.5388,269.85516,582.044,552.891,4.27023,93.5145,81.7063,14.42
1199,35.71,109.64,1163.55,189.25,230.1,40.4,22.4,85,205.4,146.5,227.8,236.9,0.28,0.22,0.16,0.19,0.15,0.27,111.5,126.6,72,113.7,126.9,80.4,208.5,204.4,232.8,226.2,10000,283.2944,270.22815,618.801,556.644,4.62371,95.9412,81.8587,14.42
1200,35.67,110.76,799.947,187.84,231.27,46.2,28,94.7,199.9,151.2,228.7,239.1,0.26,0.2,0.2,0.19,0.16,0.26,101.7,112.5,71,103.7,114.3,75.4,211.5,196.8,227.7,229,10000,284.7856,271.33988,699.324,532.241,4.934,98.6968,81.6073,14.41
1201,35.61,111.88,886.378,187.41,227.84,42.4,27.8,88.2,197.7,150.7,225.4,236.1,0.25,0.21,0.2,0.2,0.18,0.24,97.9,105.9,70.7,99,106.5,75.9,209.5,195.1,229.6,224.3,10000,283.816,270.70264,678.424,592.101,6.36652,95.8523,83.8078,14.41
1202,35.54,113.01,876.606,188.02,227.35,41.6,27.5,89.1,197.4,151.3,224.7,237.2,0.25,0.21,0.21,0.21,0.19,0.26,99,106.4,72.1,100,107.3,75.7,209.7,194.7,228.2,223.8,10000,284.1034,270.79576,662.677,642.161,7.15134,96.1257,87.2139,14.4
1203,35.47,114.12,155.243,188.47,226.61,39.9,27.3,85.7,196.8,152.9,223.7,238.1,0.25,0.22,0.23,0.21,0.19,0.25,101.3,107.9,75.1,102.9,109.5,78.8,208.9,193.6,227.1,222.7,10000,287.487,273.953175,822.281,588.515,6.86455,99.5744,101.117,14.39
1204,35.38,115.24,54.25,193.54,227.02,33.5,24.2,96.4,198.4,152.8,223.7,248.9,0.29,0.26,0.32,0.23,0.22,0.18,116.5,120.5,88.9,118.9,123.1,90.6,206.3,194.8,224.5,223.3,10000,287.314,273.782057,840.78,617.133,8.46987,100.362,97.9745,14.39
1205,35.29,116.35,41.7222,193.84,227.3,33,22,88.1,200.6,152.7,223.4,247.6,0.33,0.3,0.33,0.27,0.25,0.28,118.1,125.1,81.2,119.7,126.2,88.1,205.8,198.7,222.9,223.7,10000,287.3506,273.954872,840.178,674.184,9.10487,99.1185,95.7028,14.38
1206,35.18,117.46,156.162,193.08,228.64,34.7,22.9,91,200.7,150.5,224.6,248.3,0.33,0.29,0.31,0.26,0.25,0.26,115.6,123,79.3,117.8,125.1,84,206.1,198.9,222.9,225.2,10000,286.9447,273.636935,802.283,744.919,9.83154,98.4786,97.4496,14.37
1207,35.06,118.57,79.2941,193.09,228.7,34.8,22.3,94.1,201.1,149,224.4,249.7,0.33,0.29,0.29,0.26,0.24,0.26,114.4,121.5,79.3,116.8,123.6,85.3,207.1,198.8,223.2,224.9,10000,286.4657,273.444227,788.085,850.612,11.2737,96.512,100.407,14.36
1224,32.13,79.01,4835.47,197.93,219.01,20.9,17.4,52.2,199.9,173.8,218.6,222.9,0.11,0.1,0.15,0.12,0.11,0.22,89.9,91.1,76.4,91.1,91.8,84.6,209.2,198.2,220.3,218.2,7979,270.9984,261.2194,153.785,361.569,8.37446,77.0475,61.8725,14.1
1225,32.35,80.05,4938.09,200.24,219.35,18.5,15.3,51.5,202.2,173.5,219.2,221,0.11,0.1,0.14,0.12,0.11,0.21,88.2,89.3,74.8,89.5,90.6,79.2,211.2,200.6,222.1,218.5,10000,269.74715,259.3346,148.452,181.917,3.67087,83.9223,91.1471,14.12
1226,32.57,81.1,4983.37,204.77,219.27,13.7,12.6,32,205.8,183,219.7,212.4,0.09,0.09,0.09,0.09,0.09,0.12,90.2,90.6,82.3,92.1,93,77.6,218.4,203.6,222.8,219,10000,269.42048,259.0744,144.075,154.072,2.2598,83.1784,97.38,14.14
1227,32.77,82.15,4687.03,204.49,218.83,13.4,12.2,32,205.7,183,219.3,212.4,0.1,0.09,0.09,0.1,0.09,0.12,91,91.4,82.3,93.5,94.6,77.6,218.3,203.5,223.4,218.4,10000,271.2611,261.0554,174.498,155.068,1.65601,80.6596,88.2492,14.16
1228,32.97,83.21,4793.35,207.49,220.84,13.1,12.2,30.7,208.4,184,221.2,213.7,0.1,0.1,0.08,0.09,0.09,0.08,88.8,89,83,90.2,90.6,83,223.4,205.9,228.4,219.9,10000,270.48547,260.3523,158.325,149.371,1.1049,79.4955,88.6219,14.17
1229,33.16,84.27,4852.75,209.38,222.66,12,11.2,25.7,210.4,184.4,223.5,208.7,0.11,0.11,0.09,0.09,0.09,0.07,92.8,93,86.7,95.5,96.1,86.7,224.5,207.8,228.6,222.4,10000,269.90118,259.7042,150.389,142.066,1,79.5837,95.4312,14.19
1230,33.34,85.34,5097.94,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,92.2,92.9,77.7,94.3,95.7,70.2,223.3,205.1,230.3,222.4,10000,268.38767,258.1349,113.424,141.717,1,80.1761,106.368,14.21
1231,33.51,86.41,5051,206.22,223.95,15.8,13.2,59.9,207.2,180.7,223.5,232,0.11,0.1,0.22,0.1,0.1,0.16,92.2,92.9,77.7,94.3,95.7,70.2,223.3,205.1,230.3,222.4,10000,268.23976,257.8846,111.529,151.781,1,80.8412,113.991,14.22
1232,33.67,87.49,5135.08,205.13,223.09,16.3,12.8,61.4,206.2,184.4,222.2,236.4,0.11,0.1,0.22,0.11,0.1,0.15,94.3,95.2,79.4,98.1,100.4,67.8,221.3,204.7,230.2,221,10000,267.64572,257.2487,95.3824,168.694,1,81.2153,118.647,14.23
1233,33.82,88.57,5198.77,202.18,220.85,17.1,14.6,58.5,203.2,176.1,220.5,227,0.11,0.1,0.25,0.1,0.1,0.21,90.4,91.1,76.3,92.9,94.5,66.6,219.7,201.8,228.7,219.6,10000,266.94305,256.5596,79.4082,189.586,0.999358,81.3604,119.504,14.25
1234,33.96,89.66,5184.36,202.09,220.17,16.8,14.1,46,203.5,182.7,220,221.6,0.11,0.1,0.18,0.1,0.09,0.13,93.7,94.3,86.1,95.9,98.1,73.6,213.5,202.3,223.3,219.5,10000,266.56643,256.16,71.44,214.319,0.994801,81.5438,118.171,14.26
1235,34.09,90.75,5116.86,200.77,216.89,14.9,13.2,27.6,202.2,189.8,217.2,215,0.11,0.1,0.1,0.07,0.08,0.06,102.5,103.4,95.3,103,106.1,83.2,209.8,200.8,220.2,216.6,10000,266.6578,256.2074,70.0449,241.29,0.715647,81.8282,117.517,14.27
1236,34.21,91.84,4804.12,201.98,221.35,19.7,17.7,43.6,203.5,180.5,221.2,222.5,0.12,0.11,0.11,0.09,0.09,0.08,92.3,92.7,86.7,93,94.2,78.9,209.1,202.6,225,220.5,10000,268.18745,257.5994,98.1988,268.718,0.115133,82.5404,117.547,14.28
1237,34.33,92.94,4650.5,201.85,221.25,20.1,17.3,50.5,203.5,179.8,221.2,221.6,0.12,0.11,0.16,0.09,0.09,0.1,91.1,91.9,81.8,92.3,93.7,78,209.1,202.5,223.8,220.7,10000,268.98645,258.4554,108.798,303.371,0.688032,81.6526,112.867,14.29
1238,34.43,94.04,4619.37,201.91,222.29,21,18.4,59,203.2,175.6,222.1,225.2,0.12,0.11,0.17,0.09,0.09,0.13,89.3,90.1,74.3,91,91.9,76.5,208.6,202.5,224.6,221.6,10000,269.05314,258.4724,108.835,322.329,1.59327,81.2936,105.697,14.3
1239,34.52,95.14,4578.03,201.91,222.29,21,18.4,59,203.2,175.6,222.1,225.2,0.12,0.11,0.17,0.09,0.09,0.13,89.3,90.1,74.3,91,91.9,76.5,208.6,202.5,224.6,221.6,10000,268.95448,258.2154,107.149,341.407,2.07609,81.9895,100.736,14.31
1240,34.6,96.24,4613.42,205.44,223.91,18.1,15.4,46.6,207.5,178.9,224.1,221.5,0.12,0.11,0.18,0.1,0.09,0.12,91.6,92.4,82.4,93.9,95,82.2,217.5,205.6,230.1,222.8,10000,268.69182,257.9963,89.7398,367.284,2.93229,81.2117,97.2469,14.32
1241,34.68,97.35,4438.64,204.05,222.99,18.5,15.9,58.5,205.7,169.5,222.9,224.5,0.13,0.12,0.18,0.1,0.1,0.13,90.2,90.9,77.5,93,94,77.4,216.2,204.2,228.6,221.8,10000,269.6965,258.9122,106.431,365.414,3,81.0776,94.2628,14.32
1242,34.74,98.46,4347.66,201.37,222.74,20.7,17.4,61.9,203.8,159.5,222.6,224.8,0.13,0.12,0.13,0.1,0.1,0.12,89.3,90.9,65.8,91.3,92.8,71.6,213.2,202.6,226.3,222,10000,269.76274,258.7956,117.521,368.976,2.98857,81.726,92.3526,14.33
1243,34.79,99.57,4316.69,201.58,222.67,20.5,17,59.3,204.2,160.9,222.6,223.6,0.14,0.12,0.14,0.11,0.11,0.13,90.6,92.3,68.4,92.1,93.8,72.4,213.7,202.8,226.7,221.8,10000,269.10069,258.1998,108.586,447.145,2.5244,80.6986,92.2792,14.33
1244,34.84,100.68,3764.42,200.62,224.16,23.8,18.2,64.2,205,160.3,223.9,226.3,0.15,0.13,0.11,0.12,0.11,0.16,89.9,92.7,65.3,90.9,93.8,69.3,211.6,203.9,225.2,223.6,10000,272.13003,261.2505,185.249,507.63,2.0394,79.5281,91.5341,14.34
1245,34.87,101.79,3693.87,195.7,224.5,30.7,19.8,73.3,203.9,152.6,224.2,226,0.18,0.13,0.13,0.13,0.11,0.2,89.9,95.5,63.3,91.1,97,68,212,202.6,226.3,223.8,10000,273.006423,262.9535,185.092,594.334,1.99768,73.2753,89.7102,14.34
1246,34.9,102.91,3272.4,188.39,226.78,40.7,25.2,81.6,199,152.9,224,234.9,0.21,0.17,0.16,0.18,0.16,0.23,94.2,101.2,71.7,95.1,103.5,73,206.8,197.7,225.2,223.7,10000,274.64734,264.58091,237.353,597.094,2.11155,73.0252,84.9596,14.34
1247,34.91,104.02,2493.11,180.17,225.8,47.7,28.5,82.4,193.7,152.4,221.6,233.7,0.22,0.19,0.16,0.21,0.19,0.23,92.9,103.1,72,93.5,104.6,73.4,200.9,192.5,219.7,222,10000,278.25219,267.77419,344.819,564.817,2.47637,76.77,81.2806,14.34
1248,34.91,105.13,1837.17,177.74,228.08,53.8,29,89.8,194.2,151,223.1,235.6,0.25,0.2,0.18,0.22,0.2,0.23,92.6,104.7,72.6,93,105.1,75.3,205.6,192.1,223.7,223,10000,281.36891,270.10945,494.086,551.845,2.85792,82.8177,80.0168,14.34
1249,34.91,106.25,1692.2,180.08,228.36,51,28.6,88.2,195,151.4,223.3,237.1,0.24,0.2,0.17,0.21,0.2,0.23,94.4,105.7,73,95.7,106.9,77.1,201.9,193.8,223.6,223.3,10000,281.71515,270.17785,520.133,605.654,3.51919,85.0421,80.9514,14.34
1250,34.89,107.36,1188.31,180.8,227.67,49.7,28.3,92.3,195,148.9,222.9,237.7,0.26,0.22,0.18,0.24,0.22,0.26,99.1,110.3,73.8,100.3,112.3,76.3,203.8,193.2,221.1,223.3,10000,283.8467,271.93394,622.819,637.773,4.32669,88.6392,78.4956,14.34
1251,34.86,108.47,1018.4,192.54,231.03,39.9,21.4,86.3,206.6,149.2,228.8,237.9,0.28,0.21,0.21,0.21,0.16,0.31,109.2,121.8,73.7,108.5,120.5,78.3,214.6,204.2,228.7,228.8,10000,285.1086,272.451014,658.893,592.634,5.13124,94.7168,77.3409,14.34
1252,34.83,109.59,650.756,182.83,230.01,50.9,28,92.9,197.9,152.3,226.7,236.3,0.27,0.23,0.2,0.19,0.18,0.21,97.6,110.8,71.2,100.6,111.6,80.5,213.2,195.1,228.7,226.4,10000,286.8585,273.457238,755.932,562.999,5.68222,99.1958,73.5246,14.34
1253,34.78,110.7,644.974,184.65,228.67,46.5,27.3,91.5,198.6,148.1,225.4,236.5,0.28,0.23,0.19,0.23,0.21,0.25,97,106.3,72.6,99.1,107.7,79.1,208.6,196.5,228.4,224.8,10000,285.8889,272.767305,767.428,557.286,6.73098,97.0926,74.8338,14.33
1254,34.73,111.81,540.645,182.76,230.15,50,29,96.3,196.7,147.5,225.9,239.8,0.3,0.25,0.23,0.24,0.22,0.25,98.3,107.2,76.5,100.6,107.8,84.6,208.5,194.3,228.7,225.3,10000,285.6366,272.72288,771.912,599.079,7.89304,95.5377,76.866,14.33
1255,34.66,112.92,259.231,186.64,227.51,43.4,28,90.3,197,150,224.3,237.9,0.27,0.22,0.22,0.22,0.21,0.25,101.1,109.2,73.9,102.7,110.6,78.7,207,194.7,227.2,223.6,10000,286.8437,273.930292,838.465,647.939,8.39761,95.5788,77.7851,14.32
1256,34.59,114.02,93,185.84,226.72,43.1,27.2,92.3,196.2,148.7,223.4,237.5,0.28,0.24,0.24,0.24,0.23,0.26,105.4,113.7,77.7,107.8,116,82.6,206,193.2,226.8,222.2,10000,287.6701,274.69926,857.57,646.612,9.77398,96.5251,91.2373,14.31
1257,34.5,115.13,57.1143,193.56,227.88,34,24.2,97,199.7,147.4,224.3,251.5,0.3,0.27,0.3,0.23,0.22,0.21,115.5,120.1,86,117.3,122.3,85.3,205.4,197.2,223.8,224.5,10000,287.6223,274.65203,859.756,675.129,12.2109,96.6865,92.8539,14.31
1258,34.41,116.23,43.5143,189.22,227.02,37.1,23.4,96,198.1,147.2,221.8,249.9,0.33,0.29,0.29,0.27,0.25,0.25,113.4,120.7,81.5,115.4,122.4,85.2,205.6,195.2,224.4,220.7,10000,287.8216,274.85955,865.109,735.178,13.7557,96.3725,88.8034,14.3
1259,34.3,117.33,38.75,189.26,228.18,38.5,23.8,96.1,199.3,146.7,223.7,247,0.35,0.31,0.29,0.28,0.26,0.3,113.1,121.2,80.6,115.1,122.3,87.3,207.1,196.2,225.6,222.8,10000,287.878,274.92507,862.359,734.931,13.8452,96.4728,91.6209,14.29
